movieNm,openDt,view
리암 갤러거,20200312,2961
리얼,20170628,470195
리얼 스틸,20111012,3579666
리오,20110727,645151
리오 2,20140501,765961
리저너블 다우트,20141002,1435
리즈와 파랑새,20181009,21371
리지,20190110,9288
리칭의 여선생,19720706,6020
리코리쉬 피자,20220216,21188
리키,20100204,5022
리턴,20060901,1916
리턴,20070808,641853
리턴 투 센더,20160310,6062
리턴드,20141030,1978
리틀 디제이,20100311,1317
리틀 러너,20070314,40384
리틀 맨하탄,20180627,11909
리틀 뱀파이어,20180118,23014
리틀 뱀파이어,20211229,2698
리틀 보이,20151210,14343
리틀 비버,20090430,120364
리틀 애쉬 : 달리가 사랑한 그림,20100114,11603
리틀 이태리,20181206,1896
리틀 제이콥,20121108,2590
리틀 칠드런,20070215,1469
리틀 큐,20200109,1575
리틀 포니 프린세스,20190430,27681
리틀 포레스트,20180228,1509146
리틀 포레스트 2: 겨울과 봄,20150514,10658
리틀 포레스트: 사계절,20180322,2453
리틀 포레스트: 여름과 가을,20150212,9609
리틀 폭스,20160623,16314
리틀 프린세스 소피아 : 신비한 섬,20170928,62454
리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,20170413,45484
리틀드래곤 코코넛,20150702,35119
리틀드래곤 코코넛2: 정글대탐험,20210224,4275
리틀메딕: 몸속탐험대,20161124,66562
리프레쉬,20220216,2664
리플레이,20201216,12692
리플리,20000304,2605
리플리스 게임,20051007,4059
리피피,20080809,1613
리핑 10개의 재앙,20070419,656652
린 온 피트,20180920,4115
린다 린다 린다,20060413,8550
릴라 릴라,20110922,3485
릴라와 마법의 책,20181108,2705
릴리 슈슈의 모든 것,20050623,9947
립반윙클의 신부,20160928,19430
립반윙클의 신부: 스페셜 에디션,20161013,2228
링,19991211,2273
링,20130725,1801
링2(2005),20050603,183318
링: 더 라스트 챕터,20210512,7343
링스,20170406,16336
링스 어드벤처,20090624,131553
링컨,20130314,137505
링컨 차를 타는 변호사,20110616,327655
링컨: 뱀파이어 헌터,20120830,345175
마가렛트 여사의 숨길 수 없는 비밀,20160317,6923
마강호텔,20070222,215817
마고리엄의 장난감 백화점,20071224,626322
마네의 제비꽃 여인: 베르트 모리조,20140703,3566
마녀,20140911,8148
마녀,20180627,3189091
마녀: 소녀의 비밀,20190724,22835
마녀배달부 키키,20071122,59646
마농,20151021,2841
마농 레스코,20160806,1324
마다가스카,20050714,1392684
마다가스카 2,20090108,1230470
마다가스카3 : 이번엔 서커스다!,20120606,1635088
마다가스카의 펭귄,20141231,1661388
마담 B,20181115,1732
마담 버터플라이,20160903,3222
마담 보바리,20150402,2483
마담 보바리,20151210,7259
마담 뺑덕,20141002,471248
마담 싸이코,20190626,42742
마담 프루스트의 비밀정원,20140724,162770
마당을 나온 암탉,20110728,2204374
마더,20050624,2384
마더,20090528,2982025
마더 데레사,20050121,60460
마더 데레사의 편지,20140821,9091
마더 앤 차일드,20110428,8339
마더!,20171019,46677
마돈나,20150702,18276
마드모아젤 C,20140102,1507
마라,20181018,8272
마루 밑 아리에티,20100909,1068004
마르셀리노,19900407,2844
마르지엘라,20200930,5637
마리 앙투아네트,20070517,10391
마리 이야기: 손끝의 기적,20150820,9205
마리 퀴리,20201118,24582
마리 크뢰이어,20130613,7135
마리아 칼라스: 세기의 디바,20190711,28104
마리안느와 마가렛,20170420,29233
마리오 보타 : 영혼을 위한 건축,20200123,1891
마리오네트,20210217,7548
마린,20121206,4679
마린보이,20090205,827647
마린스키 발레 지젤 3D,20121101,2572
마린스키 발레: 호두까기 인형 3D,20121206,3439
마릴린 먼로와 함께한 일주일,20120229,19660
마마,20110601,243209
마마,20130123,91143
마마 앤드 파파,20100520,3099
마마무 2021 웨어 아 위 콘서트 더 무비,20211203,4252
마미,20141218,61261
마미야 형제,20070308,1686
마법경찰 갈갈이와 옥동자,20040213,3074
마법사들,20060330,7254
마법사의 제자,20100721,570775
마법안개의 비밀: 황금 보물선을 찾아라,20191114,2935
마법에 걸린 사랑,20080110,440718
마법의 세계 녹터나,20090827,36078
마법천자문: 대마왕의 부활을 막아라,20100819,121572
마사의 부엌,20171026,1598
마샤와 곰: 최고 중에 최고,20201008,3525
마세티 킬즈,20131121,9639
마션,20151008,4887144
마셰티,20110421,3702
마술피리,20140802,4589
마술피리,20190428,2153
마스터,20130711,37235
마스터,20161221,7150586
마신자 - 빨간 옷 소녀의 저주,20160721,9761
마야,20140904,265697
마야2,20180201,97165
마약왕,20181219,1864076
마오의 라스트 댄서,20110428,40519
마왕의 딸 이리샤,20190926,16393
마을금고 연쇄습격사건,20071114,115637
마을에 부는 산들바람,20080724,11049
마음의 속삭임,20081127,1702
마음이 외치고 싶어해,20160330,49832
마음이 외치고 싶어해,20171207,6043
마음이...,20061026,817939
마음이2,20100721,696382
마이 뉴 파트너,20080306,260734
마이 뉴욕 다이어리,20211209,14275
마이 라띠마,20130606,7172
마이 리틀 자이언트,20160810,125800
마이 리틀 포니: 레인보우 로드 트립,20201029,9500
마이 리틀 히어로,20130109,186191
마이 마이 신코 이야기,20091210,13747
마이 미씽 발렌타인,20210114,7989
마이 백 페이지,20120315,2543
마이 베스트 프렌드,20070503,5820
마이 보이,20140410,3523
마이 블랙 미니드레스,20110324,313953
마이 블랭키,20140604,32627
마이 블루베리 나이츠,20080306,153136
마이 스파이,20200429,56282
마이 시스터즈 키퍼,20090910,118939
마이 쎄시 걸,20081030,10448
마이 원 앤 온리,20110519,6734
마이 웨이,20111221,2142670
마이 제너레이션,20041203,3754
마이 캡틴 김대출,20060420,107913
마이 파더,20070906,901055
마이 페어 웨딩,20150604,4586
"마이 프렌즈, 마이 러브",20090723,6654
마이 플레이스,20140130,2951
마이애미 대침몰,20140904,1141
마이애미 바이스,20060817,420845
마이크롭 앤 가솔린,20160331,4399
마이클 잭슨의 디스 이즈 잇,20091028,128778
마이클 클레이튼,20071129,130687
마이펫 오지,20170216,124318
마이펫의 이중생활,20160803,2520700
마이펫의 이중생활 2,20190731,1114949
마인드스케이프,20141023,30257
마일22,20180823,69837
마일스,20160810,11382
마지막 4중주,20130725,109009
마지막 늑대,20040401,47731
마지막 선물,20080205,265362
마지막 찻잔,19790706,2737
마지막 황제,19881223,8601
마지막 휴가,20201210,1164
"마진 콜: 24시간, 조작된 진실",20130103,7694
마징가 Z: 인피니티,20180517,22407
마차 타고 고래고래,20170518,8971
마치다군의 세계,20201112,1483
마카담 스토리,20151224,9086
마크맨,20210428,26202
마탄의 사수,20160703,1170
마탄의 사수,20190901,1669
마터스,20161020,2287
마터스: 천국을 보는 눈,20090806,2922
마테호른,20140109,3968
마티아스와 막심,20200723,12549
마틴 에덴,20201029,15687
마틸다: 황제의 연인,20181108,2471
마파도,20050310,2636857
마파도2,20070118,1407141
마하 2.6: 풀스피드,20070405,50443
막걸스,20150521,2410
막다른 골목의 추억,20190404,3530
막달라 마리아: 부활의 증인,20180328,30833
만남의 광장,20070815,1211528
만년이 지나도 변하지 않는 게 있어,20220209,24441
만담강호,20170322,1211
만덜레이,20070726,1225
만신,20140306,36602
만찬,20140123,2126
만추,19820228,1600
만추,20110217,850494
말괄량이 마녀 로비와 숲 속 친구들,20171109,9628
말라 노체,20070329,2165
말레피센트,20140529,1397526
말레피센트 2,20191017,1444952
말리,20120802,11196
말리그넌트,20210915,41412
말리와 나,20090219,210270
말모이,20190109,2866495
말아톤,20050127,4196859
말임씨를 부탁해,20220413,17774
말죽거리 잔혹사,20040116,604972
말하는 건축 시티:홀,20131024,5776
말하는 건축가,20120308,39767
말할 수 없는 비밀,20080110,171798
맘&대드,20180718,1549
맘마미아!,20080903,4579773
맘마미아!2,20180808,2295241
맛,20140116,5057
맛있는 녀석들,20200716,3279
맛있는 비행,20151022,3141
맛있는 사랑공식-섹스,20131031,5460
맛있는 택배,20150402,6276
망원동 인공위성,20150205,3022
망종,20060324,2984
망치,20040806,36200
맞짱,20180912,1144
매그니피센트 7,20160914,921317
매기스 플랜,20170125,47855
매뉴얼 오브 러브,20080214,5036
매니악 : 슬픈 살인의 기록,20130704,2780
매니페스토,20190801,1204
매드 디텍티브,20080918,4117
매드 맥스: 분노의 도로,20150514,3914023
매디슨 카운티의 다리,19950923,13723
매란방,20090416,42723
매리,20191211,7157
매미소리,20220224,5199
매스,20220518,1492
매지컬: 공주를 웃겨라,20200917,4077
매직 마이크,20120801,27362
매직 스쿨: 초보마법사 아우라의 대모험,20211007,9929
매직 아워,20081127,16952
매직 인 더 문라이트,20140820,77307
매직브러시,20160504,172396
매직빈,20180503,57004
매직아치,20210701,6633
매직울프,20171003,29204
매직키드 보보,20170301,16643
매치 포인트,20060413,132834
매튜 본의 백조의 호수,20191031,3388
매트릭스,19990515,35011
매트릭스: 리저렉션,20211222,213693
매혹당한 사람들,20170906,54041
맥덜,20040903,3812
맥베드,20130704,1822
맥베스,20150124,1451
맥베스,20151203,98615
맥베스,20181007,1667
맥스 페인,20081120,258067
맥시멈 컨빅션,20130111,1500
맥아더 : 일본 침몰에 관한 불편한 해석,20140717,1543
맥코리아,20121018,3651
맥퀸,20181004,8085
맨 앤 치킨,20160504,2316
맨 오브 마스크,20180412,7955
맨 오브 스틸,20130613,2182227
맨 온 렛지,20120222,591841
맨 온 와이어,20100204,1753
맨 온 파이어,20040924,307751
맨 인 더 다크,20161005,1003406
맨 인 더 다크 2,20210901,78859
맨 인 블랙 3,20120524,3379762
맨 인 블랙: 인터내셔널,20190612,851917
맨 프롬 UNCLE,20151028,108551
맨데이트: 신이 주신 임무,20081030,12144
맨발의 기봉이,20060426,2005180
맨발의 꿈,20100624,331945
맨슨 패밀리,20200615,9982
맨체스터 바이 더 씨,20170215,56387
맨츄리안 캔디데이트,20050311,13826
맨헌트,20180125,3738
맨홀,20141008,133663
맵 투 더 스타,20141225,6525
맹글혼,20151126,2653
맹룡과강,19741011,5359
맹부삼천지교,20040326,229240
맹크,20201118,4683
머나먼 사랑,20040213,3698
머니 몬스터,20160831,47226
머니백,20180412,53610
머니볼,20111117,641323
머드,20131128,28766
머신건 프리처,20120524,26640
머펫 대소동,20120518,1495
먹고 기도하고 사랑하라,20100930,500266
먹이사슬,20140917,2070
멀리가지마라,20210304,1375
멀홀랜드 드라이브,20011130,13621
멋진 녀석들,20130605,1534
멋진 악몽,20120419,7936
멋진 인생,20110609,3089
멋진 하루,20080925,397785
메가 스파이더,20140912,2519
메가로돈,20180815,527962
메가마인드,20110113,875631
메기,20190926,41761
메달리온,20031024,5011
메디엄,20090729,77848
메리 미,20220316,15164
메리 셸리: 프랑켄슈타인의 탄생,20181220,10487
메리 위도우,20150718,1115
메리 크리스마스,20071220,7195
메리 크리스마스 미스터 모,20171214,4401
메리 포핀스,19751224,1725
메리 포핀스 리턴즈,20190214,224160
"메리, 퀸 오브 스코틀랜드",20190214,7340
메리다와 마법의 숲,20120927,1231261
메리와 마녀의 꽃,20171207,535669
메리와 맥스,20111222,4873
메멘토,20010824,48828
메모리즈,20121213,1031
메밀꽃 필 무렵,19671215,1568
"메밀꽃, 운수 좋은 날, 그리고 봄봄",20140821,37266
메소드,20171102,26651
메신져 - 죽은자들의 경고,20070606,245955
메이드 인 루프탑,20210623,5939
메이드 인 이태리,20211124,12678
메이즈 러너,20140918,2812427
메이즈 러너: 데스 큐어,20180117,2299732
메이즈 러너: 스코치 트라이얼,20150916,2744413
메이지가 알고 있었던 일,20140327,2125
메이크 유어 무브,20140417,9368
메이트,20190117,2214
메이플쏘프,20180621,4466
메이헴,20210408,3579
메종 드 히미코,20060126,89151
메카닉,20110224,217077
메카닉: 리크루트,20160831,552006
메콩호텔,20140213,1028
메탈리카 스루 더 네버,20131114,10270
메탈리카와 샌프란시스코 심포니,20200520,1534
메튜 본의 백조의 호수 3D,20120802,9517
멜랑콜리아,20120517,19986
멜리스,20160211,11484
멤피스,20130523,1585
명검,20140904,1091
명당,20180919,2087474
명랑한 갱이 지구를 움직인다,20071108,1331
명량,20140730,17615686
명량: 회오리 바다를 향하여,20150507,8897
명령불복종 교사,20150514,1831
명왕성,20130711,16866
명장,20080130,380515
명탐정 코난 : 수평선상의 음모,20130807,389871
명탐정 코난 : 이차원의 저격수,20140806,398761
명탐정 코난 : 제로의 집행인,20180808,419998
명탐정 코난 : 칠흑의 추적자,20090729,651978
명탐정 코난 : 침묵의 15분,20110803,644652
명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,20150212,257381
명탐정 코난 : 탐정들의 진혼가,20140213,182666
명탐정 코난 : 화염의 해바라기,20150805,471319
명탐정 코난: 11번째 스트라이커,20120719,525169
명탐정 코난: 감청의 권,20190724,219078
명탐정 코난: 비색의 탄환,20210416,232871
명탐정 코난: 순흑의 악몽,20160803,522344
명탐정 코난: 에피소드 원-작아진 명탐정,20170208,128472
명탐정 코난: 진홍의 수학여행,20210127,62572
명탐정 코난: 천공의 난파선,20100721,618420
명탐정 코난:감벽의 관,20180214,242603
명탐정 코난:베이커가의 망령,20080501,123323
명탐정 코난:은빛 날개의 마술사,20130124,176495
명탐정 코난:전율의 악보,20190214,116059
명탐정 코난:진홍의 연가,20170802,450705
명탐정 피카츄,20190509,686809
모가디슈,20210728,3614587
모나리자 스마일,20040319,37280
모노폴리,20060601,358299
모놀리스,20170420,1738
모뉴먼츠 맨: 세기의 작전,20140227,71483
모던 타임즈,19880702,9095
모던보이,20081002,762370
모데카이,20150218,78098
모두 하고 있습니까?,20040806,2674
"모두들, 괜찮아요?",20060324,4699
모두의 천사 가디,20150507,2696
모든 것을 벗어던진 특별한 여행,20200729,2188
모든 비밀스러운 것들,20150702,6507
모라토리움기의 다마코,20140911,2317
모래가 흐르는 강,20130328,10943
모래와 안개의 집,20050429,3404
모리스,20191107,15656
모리의 정원,20200326,3287
모리타니안,20210317,41897
"모모세, 여기를 봐",20141030,3152
모모와 다락방의 수상한 요괴들,20120705,300333
모범시민,20091210,800006
모비딕,20110609,430936
모비우스,20220330,474560
모스트 바이어런트,20150402,10175
모스트 원티드 맨,20140807,16102
모아나,20170112,2311019
모어 댄 블루,20181212,27287
모정,19721209,17870
모짜르트와 고래,20070629,2044
모차르트 락 오페라,20111117,16323
모추어리 컬렉션,20210121,4693
모탈 컴뱃,20210408,40461
모터사이클 다이어리,20041112,91382
모터웨이: 분노의 질주,20121206,1220
모털 엔진,20181205,268921
모험왕,19960210,5130
모험왕 블링키,20190220,24787
목격자,20180815,2524720
